,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,vehicles,dead_count,participants,injured_count,parent_region,road_conditions,participants_count,participant_categories
10,2540528,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.511841, 'long': 44.585953}","[ ""Многоквартирные жилые дома"", ""Регулируемый перекресток"", ""Регулируемый пешеходный переход"" ]",Малгобекский район,300,"г Малгобек, ул Осканова, 12",['Ясно'],Столкновение,2021-01-27 10:10:00,Тяжёлый,"[ { ""year"": 2007, ""brand"": ""CHEVROLET"", ""color"": ""Серый"", ""model"": ""Lanos"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 9 } ] }, { ""year"": 2009, ""brand"": ""ВАЗ"", ""color"": ""Черный"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null } ] }, { ""year"": 2008, ""brand"": ""MAZDA"", ""color"": ""Серый"", ""model"": ""Mazda 6"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 35 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],4,['Все участники']
11,2540531,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.49546, 'long': 44.581382}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Нерегулируемый пешеходный переход"" ]",Малгобекский район,720,"г Малгобек, ул Осканова, 114",['Ясно'],Наезд на пешехода,2021-01-24 17:50:00,Легкий,"[ { ""year"": 2011, ""brand"": ""FORD"", ""color"": ""Серый"", ""model"": ""Mondeo"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил проезда пешеходного перехода"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 3 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"" } ]",1,Республика Ингушетия,"['Неисправное освещение', 'Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Неправильное применение, плохая видимость дорожных знаков']",2,"['Все участники', 'Пешеходы']"
12,2540532,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.509958, 'long': 44.582273}","[ ""Многоквартирные жилые дома"", ""Нерегулируемый перекрёсток равнозначных улиц (дорог)"" ]",Малгобекский район,500,"г Малгобек, пер Базоркина, 58",['Ясно'],Столкновение,2021-01-22 14:55:00,Легкий,"[ { ""year"": 2004, ""brand"": ""ВАЗ"", ""color"": ""Синий"", ""model"": "" Жигули  ВАЗ-2108, 09 и модификации                       "", ""category"": ""А-класс (особо малый) до 3,5 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Несоблюдение требований ОСАГО"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 10 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null } ] }, { ""year"": 2010, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""Priora"", ""category"": ""Прочие легковые автомобили"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 19 } ] } ]",0,[ ],2,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части']",3,['Все участники']
13,2540536,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.518711, 'long': 44.585277}","[ ""Жилые дома индивидуальной застройки"", ""АЗС"" ]",Малгобекский район,940,"г Малгобек, ул Осканова, 1",['Пасмурно'],Наезд на препятствие,2021-01-08 23:10:00,Легкий,"[ { ""year"": 2014, ""brand"": ""KIA"", ""color"": ""Серый"", ""model"": ""Rio"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Превышение установленной скорости движения"", ""Управление ТС в состоянии алкогольного опьянения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 7 } ] } ]",0,[ ],1,Республика Ингушетия,"['Сухое', 'Отсутствие освещения']",2,['Все участники']
14,2548813,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.512487, 'long': 44.595416}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Иной объект"", ""Тротуар, пешеходная дорожка"" ]",Малгобекский район,,"г Малгобек, ул Промышленная, 2",['Пасмурно'],Съезд с дороги,2021-02-17 01:15:00,Тяжёлый,"[ { ""year"": 2010, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Управление ТС в состоянии алкогольного опьянения"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 20 } ] } ]",0,[ ],1,Республика Ингушетия,"['Неисправное освещение', 'Отсутствие дорожных знаков в необходимых местах', 'Заснеженное']",1,['Все участники']
15,2548808,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Сумерки,"{'lat': 43.522912, 'long': 44.53042}",[ ],Малгобекский район,140,"Назрань-Малгобек-Н. Курп-Терек, 64 км",['Пасмурно'],Столкновение,2021-02-14 17:00:00,Тяжёлый,"[ { ""year"": 1996, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": "" Жигули  ВАЗ-2106 модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств)"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 47 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null } ] }, { ""year"": 1990, ""brand"": ""КАМАЗ"", ""color"": ""Зеленый"", ""model"": ""5321"", ""category"": ""Самосвалы"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 30 } ] } ]",0,[ ],2,Республика Ингушетия,['Сухое'],4,"['Все участники', 'Дети']"
16,2643239,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.543291, 'long': 44.74225}","[ ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,610,"ст-ца Вознесенская, ул Шоссейная, 15",['Ясно'],Съезд с дороги,2021-10-23 16:25:00,С погибшими,"[ { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Женский"", ""violations"": [ ""Превышение установленной скорости движения"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Скончался в течение 4 суток"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null } ] } ]",1,[ ],1,Республика Ингушетия,"['Сухое', 'Отсутствие дорожных знаков в необходимых местах', 'Неудовлетворительное состояние обочин']",2,['Все участники']
17,2718967,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': 43.506931, 'long': 44.584483}","[ ""Многоквартирные жилые дома"", ""Нерегулируемый пешеходный переход"" ]",Малгобекский район,740,"г Малгобек, ул Осканова, 19",['Пасмурно'],Наезд на пешехода,2022-01-13 13:10:00,Тяжёлый,"[ { ""year"": 2013, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Непредоставление преимущества в движении пешеходу"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 33 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" }, { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" }, { ""role"": ""Пешеход"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"" } ]",2,Республика Ингушетия,"['Мокрое', 'Отсутствие дорожных знаков в необходимых местах']",4,"['Все участники', 'Пешеходы', 'Дети']"
18,2760178,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.508472, 'long': 44.59224}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток равнозначных улиц (дорог)"" ]",Малгобекский район,500,"г Малгобек, ул Херсонская, 11",['Пасмурно'],Столкновение,2022-09-19 15:20:00,Легкий,"[ { ""year"": 2015, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 10 } ] }, { ""year"": 2020, ""brand"": ""FORD"", ""color"": ""Белый"", ""model"": ""Transit"", ""category"": ""Прочая спецтехника"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 23 } ] } ]",0,[ ],2,Республика Ингушетия,['Сухое'],4,['Все участники']
19,2760184,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.526553, 'long': 44.785466}",[ ],Малгобекский район,600,,['Ясно'],Опрокидывание,2022-09-12 13:00:00,Тяжёлый,"[ { ""year"": 1991, ""brand"": ""ГАЗ"", ""color"": ""Синий"", ""model"": ""33023, 330232, 330273 и модификации"", ""category"": ""Цистерны"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 38 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],1,['Все участники']
